"(-1.299191, 36.761008)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,3.9840010448389007,True
"(-1.292922, 36.845237)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,1.9899627011184315,True
"(-1.292414, 36.821889)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,0.5252495033693536,True
"(-1.292066, 36.821946)",3,Nairobi,"(-1.2864, 36.8172)",5545000.0,0.5091861834879226,True
"(-1.290063, 36.82181)",3,Nairobi,"(-1.2864, 36.8172)",5545000.0,0.40616876557611337,True
"(-1.288307, 36.820536)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,0.2653080489815952,True
"(-1.28518, 36.821107)",33,Nairobi,"(-1.2864, 36.8172)",5545000.0,0.28288685249448103,True
"(-1.275147, 36.861752)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,3.1764633754949214,True
"(-1.274357, 36.905729)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,6.1777616028960445,True
"(-1.2715299999999998, 36.913613)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,6.74513350559187,True
"(-1.271305, 36.763554)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,3.8520642655305926,True
"(-1.270875, 36.849068)",2,Nairobi,"(-1.2864, 36.8172)",5545000.0,2.448368987380384,True
"(-1.270043, 36.836031)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,1.7201344564117027,True
"(-1.267735, 36.849607)",3,Nairobi,"(-1.2864, 36.8172)",5545000.0,2.582053682339473,True
"(-1.265336, 36.890797)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,5.291278656537576,True
"(-1.2648700000000002, 36.850277)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,2.724052827090382,True
"(-1.2639790000000002, 36.847775)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,2.616051883011138,True
"(-1.2583950000000002, 36.844641)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,2.7024975994694667,True
"(-1.232389, 36.879199)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,5.670447317796709,True
"(-1.206415, 36.913794)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,8.650021103344516,True
"(-1.175924, 36.755071)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,8.722216521491553,True
"(-1.174588, 36.830224)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,7.734994295287925,True
"(-1.150226, 36.955406)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,13.374906010156106,True
"(-1.02326, 36.83108)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,18.105273733937768,True
"(-1.013779, 36.905687)",1,Nairobi,"(-1.2864, 36.8172)",5545000.0,19.705506717629838,True
"(-0.211188, -78.522632)",2,Quito,"(-0.2186, -78.5097)",2011388.0,1.0293174667509892,True
"(-0.211188, -78.52262900000002)",7,Quito,"(-0.2186, -78.5097)",2011388.0,1.0291371384650476,True
"(0.302583, 32.586036)",1,Kampala,"(0.3136, 32.5811)",1659600.0,0.8303891278689159,True
"(0.305995, 32.562727)",1,Kampala,"(0.3136, 32.5811)",1659600.0,1.3740823632381591,True
"(0.308237, 32.553056)",1,Kampala,"(0.3136, 32.5811)",1659600.0,1.9744830580634176,True
"(0.309518, 32.539753999999995)",1,Kampala,"(0.3136, 32.5811)",1659600.0,2.873610237172328,True
"(0.313392, 32.580892)",1,Kampala,"(0.3136, 32.5811)",1659600.0,0.02027887311843706,True
"(0.313678, 32.580645000000004)",1,Kampala,"(0.3136, 32.5811)",1659600.0,0.03192524253557358,True
"(0.315458, 32.575097)",1,Kampala,"(0.3136, 32.5811)",1659600.0,0.43440663987873057,True
"(0.325546, 32.503116)",1,Kampala,"(0.3136, 32.5811)",1659600.0,5.456215107022929,True
"(0.331284, 32.534742)",1,Kampala,"(0.3136, 32.5811)",1659600.0,3.4290458894570217,True
"(0.335453, 32.6447)",1,Kampala,"(0.3136, 32.5811)",1659600.0,4.648361487686292,True
"(0.339283, 32.647321000000005)",1,Kampala,"(0.3136, 32.5811)",1659600.0,4.908633795998529,True
"(0.347596, 32.58252)",2,Kampala,"(0.3136, 32.5811)",1659600.0,2.3378509179612146,True
"(0.350848, 32.580224)",13,Kampala,"(0.3136, 32.5811)",1659600.0,2.5599413402845914,True
"(0.35316, 32.608635)",1,Kampala,"(0.3136, 32.5811)",1659600.0,3.3189423874826813,True
"(0.35813, 32.666738)",1,Kampala,"(0.3136, 32.5811)",1659600.0,6.667024032062921,True
"(0.360271, 32.787281)",1,Kampala,"(0.3136, 32.5811)",1659600.0,14.617504177974252,True
"(0.365298, 32.62492)",1,Kampala,"(0.3136, 32.5811)",1659600.0,4.669483113553069,True
"(0.372269, 32.525234999999995)",1,Kampala,"(0.3136, 32.5811)",1659600.0,5.583971584924386,True
"(0.375286, 32.610788)",1,Kampala,"(0.3136, 32.5811)",1659600.0,4.709574050498819,True
"(0.392697, 32.588304)",1,Kampala,"(0.3136, 32.5811)",1659600.0,5.45736923501841,True
"(0.397225, 32.638695)",2,Kampala,"(0.3136, 32.5811)",1659600.0,6.991681100751218,True
"(0.412811, 9.46086)",5,Libreville,"(0.3901, 9.4544)",797003.0,1.623136296796925,True
